#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_1_length_354371_cov_30.299483	117411	118316	+	fimH	1-906/906	===============	0/0	100.00	99.23	vfdb	WP_041937815	(fimH) type 1 fimbrial adhesin precursor [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_1_length_354371_cov_30.299483	118313	119725	+	fimK	1-1413/1413	===============	0/0	100.00	99.36	vfdb	WP_014906959	(fimK) transcriptional regulator [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_1_length_354371_cov_30.299483	197500	197878	-	pilT	380-758/1035	.....===/===...	8/10	36.14	68.49	vfdb	NP_249086	(pilT) twitching motility protein PilT [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_1_length_354371_cov_30.299483	257399	258473	-	rfaE	338-1412/1431	...=====/======	4/10	74.77	65.93	vfdb	WP_005693548	(rfaE) ADP-heptose synthase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_1_length_354371_cov_30.299483	269799	270511	+	ureB	646-1358/1710	.....===/====..	7/14	41.29	65.42	vfdb	WP_000724295	(ureB) urease beta subunit UreB urea amidohydrolase [Urease (VF0050) - Stress survival (VFC0282)] [Helicobacter pylori 26695]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_1_length_354371_cov_30.299483	272223	272560	+	ureG	172-509/600	....=========..	0/0	56.33	68.94	vfdb	WP_000238762	(ureG) urease accessory protein (ureG) [Urease (VF0050) - Stress survival (VFC0282)] [Helicobacter pylori 26695]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_1_length_354371_cov_30.299483	281909	282309	-	fimH	502-902/906	.......=/======	2/2	44.15	71.14	vfdb	WP_041937815	(fimH) type 1 fimbrial adhesin precursor [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_1_length_354371_cov_30.299483	282849	283287	-	fimG	47-486/486	.=======/======	3/3	90.12	69.16	vfdb	WP_014906961	(fimG) type 1 fimbrial minor component [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_1_length_354371_cov_30.299483	283365	283838	-	fimF	55-528/528	.==============	0/0	89.77	69.83	vfdb	WP_014906962	(fimF) type 1 fimbrial minor component [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_1_length_354371_cov_30.299483	283906	286416	-	fimD	103-2613/2613	========/======	3/4	96.02	73.94	vfdb	WP_009308599	(fimD) outer membrane usher protein  [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_1_length_354371_cov_30.299483	286620	287243	-	fimC	103-726/726	..=============	0/0	85.95	75.96	vfdb	WP_015875145	(fimC) periplasmic chaperone [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_1_length_354371_cov_30.299483	287380	287918	-	fimI	2-537/537	========/======	3/5	99.63	70.56	vfdb	WP_004174507	(fimI) type 1 pilus biosynthesis fimbrial protein [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_1_length_354371_cov_30.299483	287991	288508	-	fimA	32-549/549	===============	0/0	94.35	78.57	vfdb	WP_002916190	(fimA) type 1 major fimbrial subunit precursor [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_209_length_418_cov_0.929619	180	418	+	cheW	1-239/504	========.......	0/0	47.42	83.68	vfdb	WP_013096054	(cheW) chemotaxis protein CheW [Flagella (VF1400) - Motility (VFC0204)] [Enterobacter cloacae strain M12X01451]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_20_length_95098_cov_22.005388	82002	82544	-	sciN/tssJ	1-543/543	===============	0/0	100.00	100.00	vfdb	WP_004176417	(sciN/tssJ) type VI secretion system lipoprotein TssJ [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_20_length_95098_cov_22.005388	82522	83607	-	tssG	1-1086/1086	===============	0/0	100.00	99.72	vfdb	WP_004190503	(tssG) type VI secretion system baseplate subunit TssG [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_20_length_95098_cov_22.005388	83571	85325	-	tssF	1-1755/1755	===============	0/0	100.00	99.49	vfdb	WP_004190505	(tssF) type VI secretion system baseplate subunit TssF [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_20_length_95098_cov_22.005388	86956	88554	-	impA/tssA	1-1599/1599	===============	0/0	100.00	99.44	vfdb	WP_015874732	(impA/tssA) type VI secretion system protein TssA [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_20_length_95098_cov_22.005388	88556	92009	-	icmF/tssM	1-3454/3456	===============	0/0	99.94	99.42	vfdb	WP_049127998	(icmF/tssM) type VI secretion protein TssM [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_21_length_90616_cov_27.702217	39086	42175	-	acrB	1-3096/3147	========/======	41/94	96.79	69.94	vfdb	WP_002892069	(acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_24_length_81840_cov_32.480535	3915	5020	+	icl	196-1280/1287	..======/======	13/41	83.53	66.94	vfdb	YP_177728	(icl) Isocitrate lyase Icl (isocitrase) (isocitratase) [Isocitrate lyase (VF0253) - Others (VFC0346)] [Mycobacterium tuberculosis H37Rv]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_24_length_81840_cov_32.480535	56087	58213	+	fepA	112-2229/2229	========/======	16/25	94.66	75.08	vfdb	WP_012737617	(fepA) outer membrane receptor FepA [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_25_length_80587_cov_23.863495	71720	72417	+	vasE/tssK	640-1337/1344	......==/======	8/10	51.56	68.14	vfdb	WP_004224345	(vasE/tssK) type VI secretion system baseplate subunit TssK [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_262_length_380_cov_0.970297	1	380	+	shuV	50-429/771	=========......	0/0	49.29	98.95	vfdb	WP_001626196	(shuV) ATP-binding component of hemin transport system [Shu (VF0256) - Nutritional/Metabolic factor (VFC0272)] [Shigella dysenteriae Sd197]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_266_length_379_cov_1.261589	4	379	+	flgA	268-643/657	.....===/======	2/2	57.08	68.97	vfdb	WP_013097140	(flgA) flagellar basal body P-ring formation chaperone FlgA [Flagella (VF1400) - Motility (VFC0204)] [Enterobacter cloacae strain M12X01451]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_28_length_72515_cov_24.841727	10707	11376	+	phoP	4-673/675	===============	0/0	99.26	79.55	vfdb	NP_460201	(phoP) response regulator in two-component regulatory system with PhoQ [PhoPQ (VF0111) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_28_length_72515_cov_24.841727	11405	12822	+	phoQ	28-1442/1464	========/======	3/7	96.52	74.79	vfdb	NP_460200	(phoQ) sensor protein PhoQ [PhoPQ (VF0111) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_28_length_72515_cov_24.841727	36142	38331	+	iutA	1-2190/2190	===============	0/0	100.00	99.27	vfdb	WP_014907843	(iutA) ferric aerobactin receptor IutA [Aerobactin (VF0565) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_28_length_72515_cov_24.841727	52658	53363	-	flmH	26-731/735	========/======	4/6	95.65	72.21	vfdb	WP_005300916	(flmH) short chain dehydrogenase/reductase family oxidoreductase [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_2_length_350025_cov_30.193334	37577	38170	-	pvcC	238-828/1503	..======/......	10/21	38.72	67.50	vfdb	NP_250946	(pvcC) paerucumarin biosynthesis protein PvcC [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_2_length_350025_cov_30.193334	144528	145691	+	carB	1-1161/3285	=====.../......	9/15	35.16	66.07	vfdb	WP_003022611	(carB) carbamoyl phosphate synthase large subunit [Pyrimidine biosynthesis (VF0558) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_2_length_350025_cov_30.193334	219362	220243	+	lpxC	1-882/918	========/======	5/8	95.64	70.54	vfdb	WP_005693459	(lpxC) UDP-3-O-(R-3-hydroxymyristoyl)-N-acetylglucosamine deacetylase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_2_length_350025_cov_30.193334	280769	281163	-	exeG	22-416/432	========/======	2/2	91.20	75.25	vfdb	WP_005308483	(exeG) general secretion pathway protein G [Exe T2SS (VF0478) - Effector delivery system (VFC0086)] [Aeromonas hydrophila ML09-119]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_2_length_350025_cov_30.193334	281216	282232	-	exeF	188-1204/1221	..======/======	10/16	82.64	71.12	vfdb	WP_016349337	(exeF) general secretion pathway protein F [Exe T2SS (VF0478) - Effector delivery system (VFC0086)] [Aeromonas hydrophila ML09-119]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_2_length_350025_cov_30.193334	282734	283725	-	exeE	205-1196/1506	.=======/====..	4/6	65.67	74.97	vfdb	WP_016349336	(exeE) general secretory pathway protein E [Exe T2SS (VF0478) - Effector delivery system (VFC0086)] [Aeromonas hydrophila ML09-119]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_2_length_350025_cov_30.193334	284110	285803	-	exeD	79-1799/2037	========/=====.	26/79	81.89	70.23	vfdb	WP_016349335	(exeD) general secretion pathway protein D [Exe T2SS (VF0478) - Effector delivery system (VFC0086)] [Aeromonas hydrophila ML09-119]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_2_length_350025_cov_30.193334	327682	328286	+	lpxD	361-965/1026	.....==========	0/0	58.97	70.25	vfdb	WP_005693262	(lpxD) UDP-3-O-(3-hydroxymyristoyl) glucosamine N-acyltransferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_2_length_350025_cov_30.193334	328943	329614	+	lpxA	23-694/789	========/=====.	4/10	84.54	65.73	vfdb	WP_005651701	(lpxA) UDP-N-acetylglucosamine acyltransferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_2_length_350025_cov_30.193334	346435	347151	-	IlpA	100-810/810	.=======/======	9/24	86.67	70.11	vfdb	WP_011149697	(IlpA) immunogenic lipoprotein A  [IlpA (VF0513) - Adherence (VFC0001)] [Vibrio vulnificus YJ016]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_31_length_58972_cov_28.968283	13387	13823	-	fur	1-437/453	===============	0/0	96.47	83.98	vfdb	NP_459678	(fur) ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_32_length_58572_cov_30.098077	14935	15398	+	gmhA/lpcA	113-576/585	..=============	0/0	79.32	72.84	vfdb	WP_005694260	(gmhA/lpcA) phosphoheptose isomerase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_33_length_55397_cov_22.989262	3896	4951	-	narH	25-1086/1677	========/==....	16/32	62.19	66.23	vfdb	NP_215678	(narH) nitrate reductase subunit beta [Nitrate reductase (VF0302) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium tuberculosis H37Rv]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_33_length_55397_cov_22.989262	29535	30304	-	kdsA	1-770/855	========/=====.	2/6	89.71	69.73	vfdb	WP_005693586	(kdsA) 2-dehydro-3-deoxyphosphooctonate aldolase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_33_length_55397_cov_22.989262	46049	46465	-	tssE2	16-432/450	===============	0/0	92.67	74.10	vfdb	WP_077064471	(tssE2) type VI secretion system baseplate subunit TssE [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_33_length_55397_cov_22.989262	47465	48075	-	tssG	2-618/1086	========/......	12/20	55.62	68.43	vfdb	WP_004190503	(tssG) type VI secretion system baseplate subunit TssG [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_33_length_55397_cov_22.989262	48040	49803	-	tssF2	1-1770/1770	========/======	20/40	98.70	67.04	vfdb	WP_077064461	(tssF2) type VI secretion system baseplate subunit TssF [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_33_length_55397_cov_22.989262	50500	51532	-	tssM2	1501-2539/3069	......==/====..	21/36	33.17	69.45	vfdb	WP_374206935	(tssM2) type VI secretion system protein ImpL [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_36_length_47220_cov_23.886219	38031	38921	+	galF	1-891/891	===============	0/0	100.00	99.33	vfdb	WP_001741945	(galF) GalU regulator GalF [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_36_length_47220_cov_23.886219	39314	39942	+	KP1_RS17355	1-629/630	===============	0/0	99.84	94.59	vfdb	WP_014907219	(KP1_RS17355) phosphatase PAP2 family protein [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_36_length_47220_cov_23.886219	40903	42344	+	KP1_RS17345	1-1434/1434	========/======	1/8	100.00	86.62	vfdb	WP_041937790	(KP1_RS17345) capsule assembly Wzi family protein [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_36_length_47220_cov_23.886219	42489	43594	+	KP1_RS17340	1-1106/1134	===============	0/0	97.53	81.56	vfdb	WP_014907221	(KP1_RS17340) polysaccharide export protein [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_36_length_47220_cov_23.886219	44732	46225	+	KP1_RS17330	656-2140/2154	....====/======	34/69	67.55	64.63	vfdb	WP_015875028	(KP1_RS17330) polysaccharide biosynthesis tyrosine autokinase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_38_length_45339_cov_26.081437	29467	30787	-	ibeB	54-1374/1383	========/======	11/22	94.72	69.07	vfdb	WP_000074207	(ibeB) Cu(+)/Ag(+) efflux RND transporter outer membrane channel CusC [Ibes (VF0237) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_3_length_235330_cov_23.372816	107270	108205	-	iroE	1-936/936	===============	0/0	100.00	99.36	vfdb	WP_004190148	(iroE) siderophore esterase IroE [Sal (VF0563) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_3_length_235330_cov_23.372816	218527	219658	+	pvdH	211-1348/1410	..======/======	17/36	79.22	65.74	vfdb	NP_251103	(pvdH) diaminobutyrate-2-oxoglutarate aminotransferase PvdH [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_44_length_34327_cov_35.663212	30208	30671	+	PA2359	145-608/1086	.=======/......	3/8	42.36	67.73	vfdb	NP_251049	(PA2359) transcriptional regulator [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_48_length_25926_cov_24.528028	652	2961	-	vgrG3	51-2355/2355	========/======	25/45	97.03	69.31	vfdb	WP_077064454	(vgrG3) type VI secretion system Vgr family protein [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_4_length_224138_cov_31.450154	208282	208799	-	vfr	115-641/645	..======/======	7/19	79.53	69.55	vfdb	NP_249343	(vfr) cAMP-regulatory protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_50_length_23069_cov_29.810804	3643	4059	+	luxS	1-417/519	========/====..	2/2	80.15	72.73	vfdb	WP_001130227	(luxS) S-ribosylhomocysteinase [AI-2 (VF0406) - Biofilm (VFC0271)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_52_length_20056_cov_29.220832	13940	15288	-	ibeB	38-1383/1383	========/======	11/25	96.53	72.06	vfdb	WP_000074207	(ibeB) Cu(+)/Ag(+) efflux RND transporter outer membrane channel CusC [Ibes (VF0237) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_59_length_15857_cov_20.744994	6353	8615	-	vgrG/tssI	1-2263/2700	=============..	0/0	83.81	96.55	vfdb	WP_041168969	(vgrG/tssI) type VI secretion system tip protein VgrG [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_59_length_15857_cov_20.744994	8608	11262	-	clpV/tssH	1-2655/2655	===============	0/0	100.00	99.06	vfdb	WP_015874721	(clpV/tssH) type VI secretion system ATPase TssH [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_59_length_15857_cov_20.744994	11527	12018	-	hcp/tssD	1-492/492	===============	0/0	100.00	99.19	vfdb	WP_002902160	(hcp/tssD) type VI secretion system protein Hcp family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_59_length_15857_cov_20.744994	12023	13729	-	ompA	1-1707/1707	===============	0/0	100.00	99.18	vfdb	WP_014907726	(ompA) OmpA family protein [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_59_length_15857_cov_20.744994	13726	14415	-	dotU/tssL	1-690/690	===============	0/0	100.00	99.42	vfdb	WP_004176431	(dotU/tssL) type VI secretion system protein DotU/TssL family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_59_length_15857_cov_20.744994	14412	15755	-	vasE/tssK	1-1344/1344	===============	0/0	100.00	99.26	vfdb	WP_004224345	(vasE/tssK) type VI secretion system baseplate subunit TssK [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_5_length_223591_cov_30.313081	44485	45678	+	acrA	1-1194/1194	===============	0/0	100.00	99.67	vfdb	WP_004177236	(acrA) acriflavine resistance protein A [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_5_length_223591_cov_30.313081	45701	48847	+	acrB	1-3147/3147	===============	0/0	100.00	99.71	vfdb	WP_002892069	(acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_5_length_223591_cov_30.313081	198032	198742	-	yagV/ecpE	1-711/711	===============	0/0	100.00	84.39	vfdb	WP_001301550	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_5_length_223591_cov_30.313081	198711	200354	-	yagW/ecpD	1-1644/1644	===============	0/0	100.00	88.75	vfdb	WP_001265657	(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_5_length_223591_cov_30.313081	200344	202869	-	yagX/ecpC	1-2526/2526	========/======	2/2	99.96	87.26	vfdb	WP_001131063	(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_5_length_223591_cov_30.313081	202895	203563	-	yagY/ecpB	1-669/669	===============	0/0	100.00	87.89	vfdb	WP_000716386	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_5_length_223591_cov_30.313081	203626	204209	-	yagZ/ecpA	1-584/588	===============	0/0	99.32	90.07	vfdb	WP_000730972	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_5_length_223591_cov_30.313081	204284	204826	-	ykgK/ecpR	1-543/543	===============	0/0	100.00	86.74	vfdb	WP_000389022	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_668_length_268_cov_0.774869	10	268	-	fimC	293-551/726	.....===/===...	2/4	35.40	68.97	vfdb	WP_000066579	(fimC) Chaperone protein fimC precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
